Onliner ID;Раздел;Производитель;Товар;Артикул;id-предложения;Цена;Валюта;Описание предложения;Изготовитель;Импортер;Сервисный центр;Гарантия;Срок доставки по Минску;Срок доставки по РБ;Только для юр. лиц;Наличие на складе;В наличии на складе;Срок рассрочки по Халве;Onliner Prime;Цена по промокоду;Повышенная рассрочка Minipay;Кредит на «Родныя тавары»
;Болты, винты, шпильки;STARFIX;Винт М5х25 мм полусф. головка, цинк, DIN 7985 (500 шт в карт. уп.) STARFIX;SMC2-53187-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х35 мм полусф. головка, цинк, DIN 7985 (500 шт в карт. уп.) STARFIX;SMC3-53197-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х40 мм полусф. головка, цинк, DIN 7985 (500 шт в карт. уп.) STARFIX;SMC3-53202-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х50 мм полусф. головка, цинк, DIN 7985 (250 шт в карт. уп.) STARFIX;SMC3-53212-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х60 мм полусф. головка, цинк, DIN 7985 (250 шт в карт. уп.) STARFIX;SMC3-53222-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Крючок 5.0х50 мм Г-образный, цинк (50 шт в пласт. конт.) STARFIX;SMP1-31046-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 5.0х80 мм Г-образный, цинк (50 шт в пласт. конт.) STARFIX;SMP2-31076-50;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 6.0х100 мм Г-образный, цинк (100 шт в карт. уп.) STARFIX;SMC2-41096-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 4.0х40 мм Г-образный, цинк (10 шт в зип-локе) STARFIX;SMZ1-21036-10;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 4.0х50 мм Г-образный, цинк (10 шт в зип-локе) STARFIX;SMZ1-21046-10;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 5.0х40 мм Г-образный, цинк (10 шт в зип-локе) STARFIX;SMZ1-31036-10;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 5.0х80 мм Г-образный, цинк (4 шт в зип-локе) STARFIX;SMZ1-31076-4;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 6.0х100 мм Г-образный, цинк (2 шт в зип-локе) STARFIX;SMZ2-41096-2;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 6.0х80 мм Г-образный, цинк (4 шт в зип-локе) STARFIX;SMZ1-41076-4;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 3.0х40 мм Г-образный, цинк (500 шт в карт. уп.) STARFIX;SMC1-11036-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Формы для выпечки, противни;PERFECTO LINEA;Форма для выпечки, силиконовая, прямоугольная на 12 кексов, 33 х 25 х 3 см, зеленая, PERFECTO LINEA;20-018713;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Формы для выпечки, противни;PERFECTO LINEA;Форма для выпечки, силиконовая, прямоугольная на 12 кексов, 33 х 25 х 3 см, оранж., PERFECTO LINEA;20-018714;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Формы для выпечки, противни;PERFECTO LINEA;Форма для выпечки, силиконовая, прямоугольная на 12 кексов, 33 х 25 х 3 см, красная, PERFECTO LINEA;20-018715;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Формы для выпечки, противни;PERFECTO LINEA;Форма для выпечки, силиконовая, прямоугольная, 27 х 13.5 х 6 см, зеленая, PERFECTO LINEA;20-000213;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Формы для выпечки, противни;PERFECTO LINEA;Форма для выпечки, силиконовая, прямоугольная на 6 кексов, 26 х 17.5 х 3 см, зеленая, PERFECTO LINEA;20-000413;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М20х100 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-27553-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М20х120 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-27573-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М20х140 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-27593-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М20х160 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-27613-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х12 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13465-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х20 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13473-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х25 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13478-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х30 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13483-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х50 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13503-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х60 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13513-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х70 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13523-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х80 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13533-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х90 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13543-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х100 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13553-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М6х120 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-13573-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х16 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15469-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х25 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15478-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х30 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15483-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х35 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15488-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х40 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15493-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х50 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15503-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х60 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15513-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х80 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15533-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М8х100 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-15553-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Дюбели, анкеры;STARFIX;Дюбель распорный 12х71 мм тип U с бортиком (4 шт в зип-локе) STARFIX;SMZ1-44289-4;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Электродрели и строительные миксеры;MAKITA;Аккум. угловая дрель-шуруповерт MAKITA LXT DDA 351 Z в кор.;DDA351Z;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Электродрели и строительные миксеры;MAKITA;Аккум. угловая дрель-шуруповерт MAKITA DA 332 DZ в кор.;DA332DZ;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву регулируемое 30-120мм GEPARD (GP0430-120);GP0430-120;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 12х460мм GEPARD (GP0546-12);GP0546-12;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 14х460мм GEPARD (GP0546-14);GP0546-14;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 16х460мм GEPARD (GP0546-16);GP0546-16;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 18х460мм GEPARD (GP0546-18);GP0546-18;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 20х460мм GEPARD (GP0546-20);GP0546-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 22х460мм GEPARD (GP0546-22);GP0546-22;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 24х460мм GEPARD (GP0546-24);GP0546-24;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 25х460мм GEPARD (GP0546-25);GP0546-25;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 26х460мм GEPARD (GP0546-26);GP0546-26;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 28х460мм GEPARD (GP0546-28);GP0546-28;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 30х460мм GEPARD (GP0546-30);GP0546-30;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 32х460мм GEPARD (GP0546-32);GP0546-32;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 34х460мм GEPARD (GP0546-34);GP0546-34;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 36х460мм GEPARD (GP0546-36);GP0546-36;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 38х460мм GEPARD (GP0546-38);GP0546-38;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 40х460мм GEPARD (GP0546-40);GP0546-40;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 16х235мм GEPARD (GP0524-16);GP0524-16;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 18х235мм GEPARD (GP0524-18);GP0524-18;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 20х235мм GEPARD (GP0524-20);GP0524-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Сверла, буры, зенкеры;GEPARD;Сверло по дереву спиральное 22х235мм GEPARD (GP0524-22);GP0524-22;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М3х16 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC1-45822-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М3х20 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC1-45826-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М3х25 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC1-45831-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М3х30 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC2-45836-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М3х35 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC2-45841-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М4х8 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC1-46814-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М4х30 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC3-46836-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М8х20 мм потай. головка, цинк, DIN 965 (250 шт в карт. уп.) STARFIX;SMC2-50826-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М8х25 мм потай. головка, цинк, DIN 965 (250 шт в карт. уп.) STARFIX;SMC3-50831-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М6х45 мм потай. головка, цинк, DIN 965 (250 шт в карт. уп.) STARFIX;SMC3-48851-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М6х60 мм потай. головка, цинк, DIN 965 (250 шт в карт. уп.) STARFIX;SMC3-48866-250;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М6х16 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC3-48822-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М4х12 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC1-46818-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М6х20 мм потай. головка, цинк, DIN 965 (500 шт в карт. уп.) STARFIX;SMC2-48826-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х16 мм потай. головка, цинк, DIN 965 (1000 шт в карт. уп.) STARFIX;SMC2-47822-1000;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М5х95 мм потай. головка, цинк, DIN 965 (100 шт в карт. уп.) STARFIX;SMC2-47901-100;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Винт М8х100 мм потай. головка, цинк, DIN 965 (30 шт в карт. уп.) STARFIX;SMC2-50906-30;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Аксессуары для газонной техники, кусторезов и садовых ножниц;OREGON;Нож для газонокосилки 40 см изогн. универсальный OREGON;69-251-0;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Саморезы, шурупы, стяжки;STARFIX;Крючок 3.0х30 мм Г-образный, цинк (500 шт в карт. уп.) STARFIX;SMC1-11026-500;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Формы для выпечки, противни;PERFECTO LINEA;Форма для выпечки, силиконовая, прямоугольная на 6 кексов, 26 х 17.5 х 3 см, красная, PERFECTO LINEA;20-000415;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М20х50 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-27503-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М12х200 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (5 кг) STARFIX;SMV1-19653-5;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М10х140 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (5 кг) STARFIX;SMV1-17593-5;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М12х160 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (5 кг) STARFIX;SMV1-19613-5;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М16х200 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (5 кг) STARFIX;SMV1-23653-5;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
;Болты, винты, шпильки;STARFIX;Болт М10х70 мм шестигр., цинк, кл.пр. 5.8, DIN 933 (20 кг) STARFIX;SM-17523-20;;0;BYN;;-;-;-;0;1;3;нет;;да;;нет;0;нет;нет
